"Species","Dataset","L.Occ","R.Occ","Fire.Included","Type","Rsquared","Intercept","Elevation.m","Elevation.m2","Resurvey.Burned.fi","Resurvey.Unburned.fi","Elevation.m.Res.Burn.fi","Elevation.m.Res.Unburn.fi","Elevation.m2.Res.Burn.fi","Elevation.m2.Res.Unburn.fi","P.Intercept","P.Elevation.m","P.Elevation.m2","P.Resurvey.Burned.fi","P.Resurvey.Unburned.fi","P.Elevation.m.Res.Burn.fi","P.Elevation.m.Res.Unburn.fi","P.Elevation.m2.Res.Burn.fi","P.Elevation.m2.Res.Unburn.fi"
"ACMI",52,10,17,"Yes","Global_unavg",0.162871651418161,-3.79745937337046,-17.9955828942424,-12.3361524275374,2.71912585660909,-2.09926170165251,18.9337107777331,94.4760580676511,7.80736540718604,-38.8543061022378,8.4049157483656e-20,0.188890779587473,0.313296208874168,2.3736054135229e-06,0.221782979850479,0.252119161497103,0.0387952855792437,0.611213220074249,0.228538418099079
"ARUV",52,42,28,"Yes","Global_unavg",0.0527998889643849,-2.28040959202362,-21.5962761760837,-8.9371837818351,0.638685690920855,-0.430641225736701,9.5526243386194,18.7081527831114,3.48093362547577,-0.955953068676654,5.07252544068342e-27,0.00192279766269442,0.131171399024459,0.223425775078199,0.175633041807706,0.502827501041235,0.0612629874098689,0.795180216031957,0.920078137492716
"CARU",52,33,17,"Yes","Global_unavg",0.0786060864113638,-2.50702889624271,-16.6485357093272,-12.7340878391658,0.67995855826411,-1.3195603101272,26.0393876184789,3.36098102678184,-2.81529480932091,-20.9456745629102,1.42756004345858e-28,0.0234860878202898,0.0610342049335167,0.228525587189708,0.017718584904286,0.104059805643443,0.836293956083389,0.859212031325587,0.233943454880377
"CEVE",52,26,20,"Yes","Global_unavg",0.1405039607099,-2.8463681881368,-17.3187334830163,-18.8379878475593,1.74968548956865,-0.857568811268182,2.89539053202248,19.818626188387,-30.6734920484813,-1.52805530232069,6.81045494175362e-25,0.0529415145912756,0.0277241389573843,0.00255582057283687,0.0824170658638157,0.870530062036215,0.182382252881463,0.150453406533387,0.922714155333288
"EPAN",52,18,27,"Yes","Global_unavg",0.101055730854927,-3.27081353062761,-1.48934084073626,-25.4282138865056,2.42983709522856,0.272467099038578,-16.2233819533173,5.85765093390215,14.7854992332556,22.7457098051668,2.32207809980871e-23,0.874926886211091,0.0184441783337347,2.53698212222155e-06,0.516258244041694,0.264338267767811,0.625235720601227,0.330444531609257,0.0832693767076037
"PAMY",52,127,106,"Yes","Global_unavg",0.0435278922510913,-0.704733383418325,-10.7565459077929,-11.1839878274356,0.377258660715386,-0.335728080709608,-3.78417550969602,0.272820196898293,5.28718112139948,2.49907148940281,1.36431722698471e-09,0.00202000752434977,0.00143191711834112,0.322595770308619,0.0557426900480795,0.68935965879567,0.958909479182421,0.581474754563574,0.63769130109394
"VAME",52,95,113,"Yes","Global_unavg",0.111647123974004,-1.2924055013897,12.1679203674844,-24.8726116770123,-1.66816390537409,0.361424746250605,48.0546844272352,-7.33982586086115,NA,NA,7.4121118205657e-21,0.00400910369421712,2.36607834965165e-14,0.0904691668794467,0.0440699726730055,0.0294831412618526,0.209629457014489,NA,NA
"ACMI",53,10,19,"Yes","Global_unavg",0.169899458831928,-3.79745937337048,-17.9955828942425,-12.3361524275376,2.74300746330068,-1.38121083073525,12.0484962799418,81.7657751675677,15.9608637928041,-20.1403492501043,8.40491574836202e-20,0.188890779587469,0.313296208874162,2.31647083129463e-06,0.294606795548693,0.455422801872548,0.0262112801636907,0.287083798034003,0.412948601528522
"ARUV",53,42,27,"Yes","Global_unavg",0.0505507543086797,-2.28040959202362,-21.5962761760837,-8.93718378183507,0.295803627409879,-0.409433761630047,6.28612635580903,21.8433384260128,9.34387890709834,0.770239903459568,5.07252544068362e-27,0.00192279766269453,0.131171399024461,0.619967901267069,0.192094539103204,0.677872532752289,0.0255215141061786,0.504265866347239,0.933877772968193
"CARU",53,33,20,"Yes","Global_unavg",0.0589306423753483,-2.50702889624271,-16.6485357093272,-12.7340878391658,0.464016962085609,-0.916230576840629,20.9634409777751,-5.50052130232296,2.14354150572198,-12.3441333303392,1.42756004345886e-28,0.02348608782029,0.0610342049335173,0.429413668985748,0.055134738710654,0.191316420148543,0.719335710467437,0.892790651651333,0.39560989803355
"CEVE",53,26,19,"Yes","Global_unavg",0.126378567284567,-2.8463681881368,-17.3187334830163,-18.8379878475594,1.64436854675125,-0.902501097740483,7.54267654835995,16.3759821930119,-24.2180622172858,-4.05687459623841,6.81045494175576e-25,0.0529415145912758,0.0277241389573843,0.00390361176253729,0.0768418836621632,0.663254087779859,0.284761661009725,0.234929597800808,0.804839129569977
"EPAN",53,18,26,"Yes","Global_unavg",0.0861271264792541,-3.27081353062762,-1.48934084073626,-25.4282138865056,2.3387105466104,0.251232336521322,-8.55354673200041,2.36927652649077,17.8433642357848,18.2652502369564,2.32207809980917e-23,0.874926886211091,0.0184441783337348,4.55445574499933e-06,0.552839307937564,0.531482471385713,0.847356885080095,0.222966729066619,0.177089924951475
"PAMY",53,127,105,"Yes","Global_unavg",0.0469939976316706,-0.704733383418325,-10.7565459077929,-11.1839878274356,0.605909311528575,-0.376874275613536,-5.89220272603317,0.891750090463722,6.02089116724908,2.86020818131236,1.36431722698466e-09,0.00202000752434977,0.00143191711834112,0.111249049371146,0.0323344346260544,0.528339140400292,0.86649119078659,0.526570210770013,0.590827321999034
"VAME",53,95,119,"Yes","Global_unavg",0.117817880569572,-1.29168649809814,12.1589848743114,-24.8249446242589,-2.05738905585227,0.445487766045335,57.5269394853829,-4.3498585894031,NA,NA,6.70301099194777e-21,0.00400944396689812,1.38160872351599e-14,0.0683351108971475,0.0128718715547027,0.0180706026475691,0.450963951500867,NA,NA
"ACMI",54,10,18,"Yes","Global_unavg",0.172464371371757,-3.79745937337048,-17.9955828942426,-12.3361524275375,2.67023149910212,-2.41281857846908,16.3231655541238,109.892479610946,11.9533364338639,-17.8232921517701,8.40491574836436e-20,0.188890779587469,0.313296208874164,4.38256297363706e-06,0.266086752992684,0.318193550976576,0.0596236675836679,0.431307404058535,0.546896230701325
"ARUV",54,42,27,"Yes","Global_unavg",0.0529914519090358,-2.28040959202362,-21.5962761760837,-8.93718378183506,0.29580362740988,-0.442796735685082,6.28612635580902,23.0192841568057,9.34387890709831,-2.20436861467262,5.07252544068352e-27,0.00192279766269452,0.131171399024462,0.619967901267068,0.166229856939832,0.67787253275229,0.0209303714034072,0.504265866347241,0.818192315848938
"CARU",54,33,22,"Yes","Global_unavg",0.06070490348049,-2.5070288962427,-16.6485357093272,-12.7340878391658,0.710289077822843,-0.882398796507052,12.8315383186532,-0.167523222125153,7.32464849590911,-16.8816947900551,1.42756004345977e-28,0.0234860878202904,0.061034204933518,0.190808085986058,0.0593308371076049,0.365716958474421,0.990701684155197,0.60018876380097,0.250029628311609
