"new_Model_id","X.Intercept.","AIC","logLik","Data.TypeResurvey","Elevation.m","Elevation.m2","Data.TypeResurvey.Elevation.m","Data.TypeResurvey.Elevation.m2","Model_id","Has_warning","Probability_warning","Converge_warning","Species","Dataset","L.Occ","R.Occ","Fire.Included","Type","FiresBurned","Data.TypeResurvey.FiresBurned","Elevation.m.FiresBurned","Elevation.m2.FiresBurned","Data.TypeResurvey.Elevation.m.FiresBurned","Data.TypeResurvey.Elevation.m2.FiresBurned"
"Mod.142",-3.91406646985569,232.007555930539,-111.00377796527,NA,0.000318799112904573,1.73041237661966e-08,NA,NA,"142",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",2.3816775656383,NA,-0.000881982622183817,NA,NA,NA
"Mod.143",-4.23270572250929,232.052009717515,-110.026004858757,0.562890019704079,0.000319851792919299,1.69685694147046e-08,NA,NA,"143",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",2.39200610628733,NA,-0.000886089721087131,NA,NA,NA
"Mod.15",-3.84742290389522,231.1636728114,-110.5818364057,0.561504024234692,-5.26688156288337e-05,4.50529927361052e-08,NA,NA,"15",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",1.41277301763366,NA,NA,NA,NA,NA
"Mod.155",-3.2780400285866,229.136990114011,-108.568495057006,-1.00754659304068,-0.000581278303214962,NA,0.00144553431287531,NA,"155",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",2.33732096591834,NA,-0.00084991560265525,NA,NA,NA
"Mod.159",-3.48667446019242,231.092422068897,-108.546211034448,-1.06068231178607,-0.000129160261723957,-2.04532244329751e-07,0.00149495522086784,NA,"159",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",2.37430700147606,NA,-0.000867273348717869,NA,NA,NA
"Mod.19",-2.65066896154762,234.439861806137,-113.219930903069,-1.11908131859139,-0.00091874780205512,NA,0.00155030883156733,NA,"19",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.191",-5.97831133640997,230.604755848593,-107.302377924296,2.5152712396674,0.0054566666959119,-2.8450479038323e-06,-0.00633307857724672,3.58283581195377e-06,"191",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",2.48113331335556,NA,-0.000957735438401029,NA,NA,NA
"Mod.2",-3.36085155627032,235.522778473376,-115.761389236688,NA,8.18547120816815e-05,NA,NA,NA,"2",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.203",-3.99157475566912,228.299531820682,-108.149765910341,0.111378916749685,0.000359837712669844,NA,NA,NA,"203",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",0.999335514702468,2.03218827077427,-0.000921598623893924,NA,NA,NA
"Mod.2047",-6.51333755690246,225.458360142621,-100.72918007131,2.6169460625764,0.00709992418599138,-3.59734177250194e-06,-0.00792610390186521,4.42106450353063e-06,"2047",TRUE,TRUE,TRUE,"ACMI",2,10,17,"Yes","Unavg.w.warn",-26535.6684170461,26538.2128864474,134.238886955579,-0.169633794634365,-134.237946049221,0.169632821773671
"Mod.207",-3.96714600092669,230.299058127057,-108.149529063528,0.111372312199727,0.000310906820322702,2.05949284209264e-08,NA,NA,"207",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",0.995336653630356,2.03225442828092,-0.000919743366703854,NA,NA,NA
"Mod.219",-2.79699455341645,225.35853468511,-105.679267342555,-2.36144589718886,-0.000761964595033303,NA,0.00211751140179041,NA,"219",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",1.28055673184033,2.81419271008032,-0.00171158874670679,NA,NA,NA
"Mod.223",-3.20465868401113,227.186090801333,-105.593045400667,-2.55243468057862,0.000145975859152313,-4.19088070557483e-07,0.00228095601679351,NA,"223",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",1.39243249459435,2.87331703925357,-0.00181717321359224,NA,NA,NA
"Mod.23",-2.41216223085848,236.368943103854,-113.184471551927,-1.04629121646154,-0.00146356021379407,2.52499005043939e-07,0.00148250956649576,NA,"23",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.255",-5.0287272456003,227.899270771382,-104.949635385691,0.261279912687276,0.00420242360364714,-2.34858251482108e-06,-0.0036101124169996,2.6620556886066e-06,"255",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",1.49570846075079,2.56889075574723,-0.00171313444225465,NA,NA,NA
"Mod.27",-2.93535489029509,228.173677472583,-109.086838736292,-1.02103571785979,-0.000886823641813677,NA,0.00146585865109715,NA,"27",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",1.40765813539515,NA,NA,NA,NA,NA
"Mod.3",-3.67193800853232,235.598559222353,-114.799279611177,0.553139542616419,8.16678816115952e-05,NA,NA,NA,"3",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.31",-3.1059761684584,230.140217374458,-109.070108687229,-1.06778229157464,-0.000506863249415323,-1.74988429735725e-07,0.00150939936394783,NA,"31",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",1.42318919419345,NA,NA,NA,NA,NA
"Mod.398",-4.21855326472667,233.868932288543,-110.934466144271,NA,0.000926368978869639,-2.38406037376779e-07,NA,NA,"398",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",3.1557657068119,NA,-0.00257917936487598,7.31606297524101e-07,NA,NA
"Mod.399",-4.5387386185311,233.91191403262,-109.95595701631,0.563254015788076,0.000930155379557826,-2.39922140823456e-07,NA,NA,"399",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",3.17238815751259,NA,-0.00259706326547265,7.3749978094829e-07,NA,NA
"Mod.415",-3.79476036354456,232.947795837067,-108.473897918533,-1.06688925304244,0.000490763577870107,-4.66888361935573e-07,0.00149935316399677,NA,"415",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",3.16905163171413,NA,-0.00261300355109467,7.5404221251614e-07,NA,NA
"Mod.447",-6.34674608817305,232.43309997736,-107.21654998868,2.52166688697833,0.00619416139523396,-3.16120182775586e-06,-0.00636667219115939,3.60852932095291e-06,"447",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",3.37005875218105,NA,-0.00286569157378274,8.11871504230015e-07,NA,NA
"Mod.463",-4.27586085140596,232.149678762438,-108.074839381219,0.111461253838731,0.00092686813895829,-2.3865112047877e-07,NA,NA,"463",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",1.81598483044787,2.0362381249321,-0.00272544175957345,7.77447679510087e-07,NA,NA
"Mod.479",-3.64405488922588,228.869750823109,-105.434875411555,-2.69307491578464,0.0010843222507266,-8.40938116829776e-07,0.00240059058578069,NA,"479",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",2.59095390523462,2.98999526523869,-0.00456819986609215,1.16359446885609e-06,NA,NA
"Mod.511",-5.12975980918608,229.843398055255,-104.921699027627,0.0583498089367799,0.00440041896839,-2.43317814933753e-06,-0.00323728372826903,2.5178022671011e-06,"511",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",2.04404860290478,2.59077604078436,-0.00290972888644195,5.03471652163774e-07,NA,NA
"Mod.55",-4.70020338140197,236.120457985081,-112.06022899254,2.33142336336751,0.00369005411004833,-2.18505386838457e-06,-0.00586731121596427,3.34510245564664e-06,"55",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.6",-2.83293989313863,237.257201987384,-115.628600993692,NA,-0.00101764203015514,4.70419212104412e-07,NA,NA,"6",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.63",-5.43846929182797,229.853309458102,-107.926654729051,2.35952893850989,0.00474329846540379,-2.65948167598376e-06,-0.00594998027515355,3.39757199602147e-06,"63",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",1.43318271119517,NA,NA,NA,NA,NA
"Mod.7",-3.14397367777469,237.333570567154,-114.666785283577,0.553158785178336,-0.00101807008659731,4.70556889287386e-07,NA,NA,"7",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.73",-3.58042774583154,225.469540272926,-108.734770136463,0.111571715702356,NA,NA,NA,NA,"73",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",-0.0030911925665185,2.0166599900889,NA,NA,NA,NA
"Mod.731",-2.92008028534593,226.201522527257,-105.100761263629,-2.08666143474298,-0.000634634330505603,NA,0.00187962149177685,NA,"731",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",5.861464422906,-2.05156879186869,-0.0114263339265192,NA,0.00994893228377528,NA
"Mod.735",-3.4550608630364,227.925588126947,-104.962794063473,-2.30007920588418,0.000538215512399167,-5.34710347875744e-07,0.00206190633559779,NA,"735",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",6.26868284156079,-2.26727705257943,-0.0120609766035149,NA,0.0104704908306772,NA
"Mod.75",-3.64039414149174,227.451466109276,-108.725733054638,0.111534574663666,5.40025658271989e-05,NA,NA,NA,"75",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",-0.00485064838357275,2.0168478979909,NA,NA,NA,NA
"Mod.767",-6.5444030760484,227.603008335489,-103.801504167744,2.07250126676266,0.00716591166443266,-3.62873742982028e-06,-0.0069085952510963,4.02051280988024e-06,"767",TRUE,TRUE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",8.63198078205021,-4.95062620281791,-0.0156081947146852,NA,0.0142040155504529,NA
"Mod.79",-3.58687367683172,229.448932864707,-108.724466432354,0.111515948423989,-5.56640665563944e-05,4.69242344763735e-08,NA,NA,"79",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",-0.00933669218406354,2.01689626236402,NA,NA,NA,NA
"Mod.8",-3.52325974691873,227.135139735573,-111.567569867787,NA,NA,NA,NA,NA,"8",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",1.41304654657217,NA,NA,NA,NA,NA
"Mod.9",-3.84035973152673,227.183606042123,-110.591803021062,0.561521134867333,NA,NA,NA,NA,"9",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",1.41866574511381,NA,NA,NA,NA,NA
"Mod.91",-2.64922918935714,226.524416956728,-107.262208478364,-1.47502361309236,-0.000919003828975056,NA,0.00148183143937446,NA,"91",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",-0.0119926564425712,2.01103718422936,NA,NA,NA,NA
"Mod.95",-2.83754654849036,228.482690029696,-107.241345014848,-1.53107877482432,-0.000494539286595844,-1.97410232125344e-07,0.00153420048363071,NA,"95",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",0.00405867328126902,2.01331978542626,NA,NA,NA,NA
"Mod.991",-3.64410869454916,229.860424123316,-104.930212061658,-2.37984649480751,0.000950015320269458,-7.23351941093945e-07,0.00213004754289536,NA,"991",FALSE,FALSE,FALSE,"ACMI",2,10,17,"Yes","Unavg.w.warn",6.54632700851066,-1.88931520486689,-0.012846131124368,5.59778301879705e-07,0.00991436709616634,NA
"Mod.0",-2.0373933048925,528.985730731373,-263.492865365686,NA,NA,NA,NA,NA,"0",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.1",-2.0522905518269,530.96918762766,-263.48459381383,0.0296654855630643,NA,NA,NA,NA,"1",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.10",-0.244103851221714,485.824977017534,-239.912488508767,NA,-0.00189533328828855,NA,NA,NA,"10",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",0.16046286292548,NA,NA,NA,NA,NA
"Mod.1023",-3.59141137558526,486.150862981196,-232.075431490598,0.760622087093575,0.00603867240577146,-4.13452092807448e-06,-0.001612305362939,8.78741444538823e-07,"1023",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",2.06689907255371,-0.0561266150022261,-0.00362707462323475,1.94179809178342e-06,-0.000878440873392483,NA
"Mod.11",-0.26018804700888,487.806810137585,-239.903405068792,0.0321227609646904,-0.00189537651212177,NA,NA,NA,"11",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",0.160442215805579,NA,NA,NA,NA,NA
"Mod.127",-3.26192876463418,480.951149922272,-232.475574961136,0.733117368554511,0.00523975058123758,-3.70202117433095e-06,-0.00145007823020644,7.34310675555733e-07,"127",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",0.636254349872949,-0.65566698133647,NA,NA,NA,NA
"Mod.138",-0.27339817264097,487.741477016767,-239.870738508384,NA,-0.00186015045480941,NA,NA,NA,"138",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",0.367412682933343,NA,-0.000271602707234153,NA,NA,NA
"Mod.139",-0.289491151738314,489.723299914514,-239.861649957257,0.0321366931414129,-0.00186019182884205,NA,NA,NA,"139",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",0.367408981161003,NA,-0.000271622703229295,NA,NA,NA
"Mod.14",-2.88126993214184,473.771664171072,-232.885832085536,NA,0.00448256351016627,-3.31657973213481e-06,NA,NA,"14",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",0.325669314438441,NA,NA,NA,NA,NA
"Mod.142",-2.94729312638202,475.633701070252,-232.816850535126,NA,0.00458845112933424,-3.34351326172459e-06,NA,NA,"142",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",0.67163240103876,NA,-0.000472172614648775,NA,NA,NA
"Mod.143",-2.96446810506875,477.613697244459,-232.80684862223,0.0337709343518729,0.00458903611714324,-3.34383617355366e-06,NA,NA,"143",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",0.671669177238757,NA,-0.00047224302873289,NA,NA,NA
"Mod.15",-2.89841898264381,475.751692502584,-232.875846251292,0.0337408513992257,0.00448312856512988,-3.31689514482923e-06,NA,NA,"15",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",0.325653652955639,NA,NA,NA,NA,NA
"Mod.155",-0.302991228894838,491.72059040446,-239.86029520223,0.0588920643401365,-0.00184380618585915,NA,-3.24781455249228e-05,NA,"155",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",0.367428190166745,NA,-0.000271640044686805,NA,NA,NA
"Mod.159",-2.98321896419984,479.610475915783,-232.805237957891,0.0706848695966436,0.00461246517570557,-3.34395115298817e-06,-4.59497148649122e-05,NA,"159",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",0.671705947133515,NA,-0.000472276724185209,NA,NA,NA
"Mod.19",-0.250524464123274,487.97898757148,-239.98949378574,0.0588795316777747,-0.00188629596753083,NA,-3.24610139023343e-05,NA,"19",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.191",-3.2005331649378,481.535124731264,-232.767562365632,0.488331977747957,0.00515048437928262,-3.63812931704281e-06,-0.00108088287478617,5.65058098251558e-07,"191",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",0.672862943539648,NA,-0.000473634174161216,NA,NA,NA
"Mod.2",-0.220938509933055,483.999900987507,-239.999950493754,NA,-0.00190262905169121,NA,NA,NA,"2",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.203",-0.323769100783093,491.064229918361,-239.532114959181,0.0999581911413361,-0.00186059660701235,NA,NA,NA,"203",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",0.672018012852209,-0.62382977919857,-0.000287182237627342,NA,NA,NA
"Mod.2047",-3.7405515341587,488.02834299177,-232.014171495885,1.01883706563786,0.00640435033978421,-4.33549840310296e-06,-0.00224383893042246,1.2228045683864e-06,"2047",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",2.61112551860784,-1.41444639239035,-0.00500681951955151,2.67138046937805e-06,0.00274317651871622,-2.02483207571293e-06
"Mod.207",-3.00140373223739,478.950287086129,-232.475143543065,0.10204982254725,0.00459441847325111,-3.34688397622989e-06,NA,NA,"207",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",0.973720341645281,-0.625879491182286,-0.000482374507638478,NA,NA,NA
"Mod.219",-0.35590942190687,493.050074096739,-239.52503704837,0.16235023799102,-0.00182206097758211,NA,-7.47579553837854e-05,NA,"219",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",0.681755562676132,-0.63165315745974,-0.000296105437845609,NA,NA,NA
"Mod.223",-3.05587168815636,480.926684337637,-232.463342168818,0.204535167736134,0.00466288156968103,-3.34879930638458e-06,-0.000125661191495434,NA,"223",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",0.991102298936138,-0.640042685285804,-0.000497240594462729,NA,NA,NA
"Mod.23",-2.80354895594335,476.437798948324,-233.218899474162,0.0704152526380283,0.00433523953119916,-3.23888924222885e-06,-4.56015163024741e-05,NA,"23",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.255",-3.34306791410188,482.799646401729,-232.399823200865,0.755828388593958,0.00536701614021027,-3.73232681681598e-06,-0.00148077698915259,7.37895575118994e-07,"255",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",1.00729713279847,-0.66708507159305,-0.000499663680114128,NA,NA,NA
"Mod.27",-0.27364870542806,489.804110718859,-239.902055359429,0.0588043716490258,-0.00187903476485801,NA,-3.2395744232959e-05,NA,"27",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",0.160445523918273,NA,NA,NA,NA,NA
"Mod.3",-0.237043420578168,485.98168333592,-239.99084166796,0.0321577035546678,-0.00190267106175246,NA,NA,NA,"3",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.31",-2.91709124783903,477.748488165942,-232.874244082971,0.0705089797649278,0.00450646561020062,-3.31700827141596e-06,-4.57818954917888e-05,NA,"31",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",0.325661561619448,NA,NA,NA,NA,NA
"Mod.398",-3.18039068340597,477.16087860784,-232.58043930392,NA,0.00515778778738811,-3.65213068138931e-06,NA,NA,"398",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",1.95519680469558,NA,-0.00385799796349503,1.88211554072423e-06,NA,NA
"Mod.399",-3.19769131291519,479.14071265263,-232.570356326315,0.0339202236701865,0.00515849688911411,-3.65252132596415e-06,NA,NA,"399",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",1.95548973466743,NA,-0.0038587448814353,1.88249526965859e-06,NA,NA
"Mod.415",-3.21654714817589,481.137470416832,-232.568735208416,0.0710248913080784,0.0051820496768616,-3.65264412009988e-06,-4.61605113769974e-05,NA,"415",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",1.95557668404111,NA,-0.00385888285892194,1.88254409545448e-06,NA,NA
"Mod.447",-3.43333744816484,483.062437551574,-232.531218775787,0.48804739823925,0.0057174704500224,-3.94479047502768e-06,-0.00107723262504381,5.61886692327757e-07,"447",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",1.95551870635596,NA,-0.0038560277560176,1.87969576760511e-06,NA,NA
"Mod.463",-3.23334273095732,480.480766029668,-232.240383014834,0.102374426127368,0.00516052415000495,-3.65375638810306e-06,NA,NA,"463",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",2.25689056944642,-0.622233573611815,-0.00386975957700546,1.88138373594871e-06,NA,NA
"Mod.479",-3.2833560608018,482.460301992307,-232.230150996154,0.197807948307857,0.0052225864979723,-3.65456688870874e-06,-0.000117141214184357,NA,"479",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",2.26800496709006,-0.634124530650482,-0.00387230474600318,1.87518606964946e-06,NA,NA
"Mod.511",-3.63978008178609,484.285990066062,-232.142995033031,0.856696298245859,0.00609048110196571,-4.1261896488833e-06,-0.00172532007776775,8.73301656854217e-07,"511",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",2.36644459866731,-0.689271710416908,-0.00406032477996585,1.98019084055173e-06,NA,NA
"Mod.55",-3.01813032877969,478.363575008651,-233.181787504325,0.483199802590075,0.00486603301468828,-3.52874314451207e-06,-0.00106724760127692,5.56935805424841e-07,"55",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.6",-2.76776643437742,472.461047909275,-233.230523954637,NA,0.00431141153191643,-3.23845294818542e-06,NA,NA,"6",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.63",-3.1324407109319,479.673879991581,-232.83693999579,0.484816227658955,0.00503914515346714,-3.60791070956836e-06,-0.00107121693770818,5.59033306413565e-07,"63",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",0.325783878859336,NA,NA,NA,NA,NA
"Mod.7",-2.78495269215412,474.440982792474,-233.220491396237,0.0337961398121816,0.00431199408257196,-3.23877684988319e-06,NA,NA,"7",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.73",-2.10684051310129,534.071471225474,-263.035735612737,0.0936483572529062,NA,NA,NA,NA,"73",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",0.464612777844188,-0.561633819365401,NA,NA,NA,NA
"Mod.731",-0.329359975361537,494.974165838922,-239.487082919461,0.110768342240876,-0.00185387900942209,NA,-1.29547946566198e-05,NA,"731",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",0.519374831097363,-0.224893439675537,-8.77274346260932e-05,NA,-0.000555370565598657,NA
"Mod.735",-3.02243314811246,482.718533215236,-232.359266607618,0.100575383011612,0.00464665563621816,-3.37564542028563e-06,1.84529586078325e-06,NA,"735",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",0.653013747929488,0.236515781153834,-3.93934875703374e-05,NA,-0.00124378837242509,NA
"Mod.75",-0.293057722816407,489.156942370337,-239.578471185169,0.100152837077999,-0.00189760422405097,NA,NA,NA,"75",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",0.448594702063052,-0.61424712884753,NA,NA,NA,NA
"Mod.767",-3.26962675170678,484.622921198122,-232.311460599061,0.589410628909796,0.00525079145674134,-3.70374540791969e-06,-0.00119136842394137,6.45349402499192e-07,"767",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",0.675190417496976,0.145023230025756,-5.17095678465804e-05,NA,-0.00114616145537203,NA
"Mod.79",-2.93488019142476,477.093742310941,-232.546871155471,0.102141354200982,0.00448824222225443,-3.32036968217831e-06,NA,NA,"79",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",0.617554240060791,-0.620312751941597,NA,NA,NA,NA
"Mod.8",-2.05923883343116,530.68242649152,-263.34121324576,NA,NA,NA,NA,NA,"8",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",0.202940843066995,NA,NA,NA,NA,NA
"Mod.9",-2.07411105214148,532.66594181503,-263.332970907515,0.029619408117051,NA,NA,NA,NA,"9",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",0.202923333774582,NA,NA,NA,NA,NA
"Mod.91",-0.317467037672518,491.148069472244,-239.574034736122,0.149026433197108,-0.00186817588785435,NA,-5.88487309222113e-05,NA,"91",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",0.449800654243168,-0.61797258837056,NA,NA,NA,NA
"Mod.95",-2.97656826805075,479.07841832998,-232.53920916499,0.183719305631597,0.00454040542087361,-3.3212886237294e-06,-0.000100507222763237,NA,"95",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",0.621103545320469,-0.628072982781876,NA,NA,NA,NA
"Mod.991",-3.23210175484569,484.323212982418,-232.161606491209,0.0999586905898942,0.00515901663048783,-3.65377589623072e-06,2.96583150280533e-06,NA,"991",FALSE,FALSE,FALSE,"AMAL",2,42,43,"Yes","Unavg.w.warn",1.92830727210527,0.0188277392683798,-0.0033148446460005,1.75819449632561e-06,-0.000911675658700757,NA
"Mod.0",-2.25429480386627,464.70329794873,-231.351648974365,NA,NA,NA,NA,NA,"0",FALSE,FALSE,FALSE,"ARUV",2,42,28,"Yes","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.1",-2.05229055261391,463.632293546883,-229.816146773442,-0.444450554820148,NA,NA,NA,NA,"1",FALSE,FALSE,FALSE,"ARUV",2,42,28,"Yes","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.10",-1.5411702078211,450.192750585676,-222.096375292838,NA,-0.000836019231869941,NA,NA,NA,"10",FALSE,FALSE,FALSE,"ARUV",2,42,28,"Yes","Unavg.w.warn",1.05531233134892,NA,NA,NA,NA,NA
"Mod.1023",-3.47714187247761,448.436127048227,-213.218063524114,-0.953497583475767,0.00394140282832021,-2.26194196973761e-06,-0.000113063016387478,5.33733245995145e-07,"1023",FALSE,FALSE,FALSE,"ARUV",2,42,28,"Yes","Unavg.w.warn",3.65344380620635,-1.6162855715101,-0.00299817897550061,1.97751371864524e-08,0.00210950844360213,NA
"Mod.11",-1.33001393668185,449.027418590685,-220.513709295343,-0.458079949066091,-0.000840000660171272,NA,NA,NA,"11",FALSE,FALSE,FALSE,"ARUV",2,42,28,"Yes","Unavg.w.warn",1.06254119652874,NA,NA,NA,NA,NA
"Mod.127",-2.75039268721498,447.636087551198,-215.818043775599,-1.41065769586742,0.00283513641125876,-1.96329936941025e-06,0.000693778899970836,2.73301365225607e-07,"127",FALSE,FALSE,FALSE,"ARUV",2,42,28,"Yes","Unavg.w.warn",1.26009767310292,-0.104655529256666,NA,NA,NA,NA
"Mod.138",-1.81340557308995,448.84086034808,-220.42043017404,NA,-0.000558856561719661,NA,NA,NA,"138",FALSE,FALSE,FALSE,"ARUV",2,42,28,"Yes","Unavg.w.warn",2.23864289532514,NA,-0.00129091246711844,NA,NA,NA
