"Species","Dataset","L.Occ","R.Occ","Fire.Included","Type","Intercept.CI.Lower","Elevation.m.CI.Lower","Elevation.m2.CI.Lower","Data.Type.nofi.CI.Lower","Data.Type.Elevation.m.nofi.CI.Lower","Data.Type.Elevation.m2.nofi.CI.Lower","Resurvey.Burned.fi.CI.Lower","Resurvey.Unburned.fi.CI.Lower","Elevation.m.Res.Burn.fi.CI.Lower","Elevation.m.Res.Unburn.fi.CI.Lower","Elevation.m2.Res.Burn.fi.CI.Lower","Elevation.m2.Res.Unburn.fi.CI.Lower","Intercept.CI.Upper","Elevation.m.CI.Upper","Elevation.m2.CI.Upper","Data.Type.nofi.CI.Upper","Data.Type.Elevation.m.nofi.CI.Upper","Data.Type.Elevation.m2.nofi.CI.Upper","Resurvey.Burned.fi.CI.Upper","Resurvey.Unburned.fi.CI.Upper","Elevation.m.Res.Burn.fi.CI.Upper","Elevation.m.Res.Unburn.fi.CI.Upper","Elevation.m2.Res.Burn.fi.CI.Upper","Elevation.m2.Res.Unburn.fi.CI.Upper"
"RULA",32,18,16,"No","Avg.Confidence",-37.2618192541889,0.0166514035313616,-1.75495800882601e-05,-0.435235484947241,NA,NA,NA,NA,NA,NA,NA,NA,-13.8448149589614,0.0500744783683016,-5.75698998180252e-06,0.360501451659634,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",32,33,20,"No","Avg.Confidence",-8.60757885226297,0.00412907510859421,-9.01173004770184e-06,-1.46878456915093,-0.00131651209619644,NA,NA,NA,NA,NA,NA,NA,-3.20563829800289,0.0160666373581797,-2.73351781114383e-06,0.853710439177318,0.00104812523548862,NA,NA,NA,NA,NA,NA,NA
"RUPE",32,23,20,"No","Avg.Confidence",-10.1205989557441,0.00283733114763804,-5.26948086323931e-06,-1.36416449686734,-0.00186479696135769,NA,NA,NA,NA,NA,NA,NA,-4.10037984197572,0.0130748169322856,-1.09804455664357e-06,2.07803211846401,0.00112693164530611,NA,NA,NA,NA,NA,NA,NA
"RUSP",32,15,22,"No","Avg.Confidence",-3.7824307270195,-0.00438971468638124,-2.32588248739565e-06,-0.676534918088362,-0.00067070242530056,NA,NA,NA,NA,NA,NA,NA,-0.155012538627081,0.0032623180970906,1.32487394597926e-06,0.950647800179513,0.000837353509197629,NA,NA,NA,NA,NA,NA,NA
"SOSI",32,48,19,"No","Avg.Confidence",-14.2716270281944,0.00748845356245199,-6.40444937205365e-06,-3.63976195722796,-0.00107840321777782,NA,NA,NA,NA,NA,NA,NA,-6.99810028437289,0.018525198592994,-2.33211748217539e-06,0.566420469600516,0.00171287154692839,NA,NA,NA,NA,NA,NA,NA
"SPBE",32,17,32,"No","Avg.Confidence",-6.52187662589715,5.09451560705343e-05,-6.69375693401851e-06,-0.404628653056212,-0.00119085629338346,NA,NA,NA,NA,NA,NA,NA,-1.84615042663274,0.0105874148547486,-9.77892260244561e-07,1.83095005857148,0.00117949962507796,NA,NA,NA,NA,NA,NA,NA
"TITR",32,34,38,"No","Avg.Confidence",-4.05562551236691,-0.00107069015722218,-3.21630803144605e-06,-0.254922786503984,NA,NA,NA,NA,NA,NA,NA,NA,-0.959853865667072,0.00547900236208002,-8.14505296003077e-08,0.332689131886248,NA,NA,NA,NA,NA,NA,NA,NA
"TRBO",32,10,23,"No","Avg.Confidence",-8.9980339751359,-0.00372175549802132,-1.28558700483269e-05,-2.84630690834735,-0.0105189161733652,-8.79033910351982e-06,NA,NA,NA,NA,NA,NA,-0.520977499167161,0.0178511606722524,8.1504523857286e-07,5.49305344988427,0.0110915400993076,6.34178750091896e-06,NA,NA,NA,NA,NA,NA
"VAME",32,95,113,"Yes","Avg.Confidence",-8.69908300263498,0.00806486215298343,-5.37298250437467e-06,NA,NA,NA,-12.4415096618959,-0.310196993991866,0.00119852517943098,-0.00126094355858629,NA,NA,-5.43211835616098,0.0135591520153741,-3.14539996566636e-06,NA,NA,NA,-1.69101964008206,1.85228144557528,0.0077712714794921,0.0004847209424819,NA,NA
"VASI",32,24,23,"No","Avg.Confidence",-16.1176414422691,0.00299460754991513,-5.05338098090484e-06,-0.335912040262777,NA,NA,NA,NA,NA,NA,NA,NA,-5.93980845072606,0.0170944242117764,-2.63710681883062e-07,0.309693928100357,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",33,72,57,"No","Avg.Confidence",-4.23091678146137,0.00266211809115015,-9.09595262301872e-06,-0.916447179180235,-0.00101091654853474,NA,NA,NA,NA,NA,NA,NA,-0.696943245414946,0.0118667674628821,-3.30702276412801e-06,0.610701644323579,0.00082319631144525,NA,NA,NA,NA,NA,NA,NA
"ACGL",33,15,14,"No","Avg.Confidence",-6.75118000043804,-0.00169408985884721,-5.57812281001724e-06,-0.414350820743603,NA,NA,NA,NA,NA,NA,NA,NA,-1.52882945010018,0.009740660637224,1.89153788938307e-07,0.377186954196187,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",33,10,21,"Yes","Avg.Confidence",-4.83383439729,-0.00310619358575585,-1.31437714896192e-06,NA,NA,NA,0.114684472487358,-5.75326475805944,-0.00137710960720041,-0.000757132945153889,NA,NA,-1.18900500790959,0.00240346046184526,9.64612992056359e-07,NA,NA,NA,4.21682161963951,1.23459501601941,0.00229646633701259,0.00494499972871976,NA,NA
"AMAL",33,42,45,"No","Avg.Confidence",-4.31952672931139,0.000480627646105028,-4.95693160645969e-06,-0.233522998004765,NA,NA,NA,NA,NA,NA,NA,NA,-1.12487429965033,0.00772888728345011,-1.15155538546717e-06,0.283777703190727,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",33,42,29,"Yes","Avg.Confidence",-3.17674908200244,-0.00310688816568523,-2.425552208934e-06,NA,NA,NA,-2.79389166752188,-3.5121876967223,-0.00121166040426697,0.000233828620266418,NA,NA,0.188240303541293,0.00386765996398434,8.36438741933039e-07,NA,NA,NA,1.70946491126953,-0.606453980553752,0.00290509762475021,0.00286683654986787,NA,NA
"ATFI",33,24,29,"No","Avg.Confidence",-3.95073569195981,-0.00369509661787459,-3.53199686096897e-06,-0.28196864962519,NA,NA,NA,NA,NA,NA,NA,NA,0.00625349813373544,0.00524118120670733,9.9609565797498e-07,0.385910968965666,NA,NA,NA,NA,NA,NA,NA,NA
"CAME",33,32,29,"No","Avg.Confidence",-47.8073227232659,0.00667119917904824,-1.30680364956557e-05,-3.36293292785504,-0.00292972288322311,NA,NA,NA,NA,NA,NA,NA,-10.6020442483113,0.0497801885674376,-6.08243600289452e-07,4.99458602493904,0.00191882454512062,NA,NA,NA,NA,NA,NA,NA
"CARU",33,33,20,"Yes","Avg.Confidence",-6.56405463594037,0.00133451294716516,-4.82380744985105e-06,NA,NA,NA,-2.67960468090182,-2.04232946955693,-0.00160828897410224,-0.000892745740805915,NA,NA,-2.33480678836932,0.00971833337564448,-9.39297489716809e-07,NA,NA,NA,2.43439231041068,0.36574398175527,0.00261506524110838,0.00120376804866653,NA,NA
"CEVE",33,26,23,"Yes","Avg.Confidence",-9.02925329219483,0.00391796525994603,-6.5732444377722e-06,NA,NA,NA,0.0594494747030891,-2.93715491200591,-0.00114057934817555,-0.0012893494932024,NA,NA,-3.87745229311184,0.0138004442887615,-2.02665434361589e-06,NA,NA,NA,3.39230849427281,0.827753235834729,0.00165688919471621,0.00206959703713354,NA,NA
"CHUM",33,61,52,"No","Avg.Confidence",-6.39439902945309,0.00380972627207835,-8.22367957444968e-06,-3.86304904286003,-0.00664797240251785,-6.67157549137328e-06,NA,NA,NA,NA,NA,NA,-2.12445850547527,0.0136780440100661,-2.8078731489004e-06,2.74568221365027,0.0102245832051712,3.77679104185307e-06,NA,NA,NA,NA,NA,NA
"CLUN",33,44,54,"No","Avg.Confidence",-10.0897210106189,0.00921238407440705,-1.02158557424968e-05,-0.804776103903494,-0.00126108090574271,NA,NA,NA,NA,NA,NA,NA,-5.21516424018895,0.0194102965804138,-5.05755938085258e-06,1.44816220999103,0.00087303656264152,NA,NA,NA,NA,NA,NA,NA
"COCA",33,20,21,"No","Avg.Confidence",-6.02024509088831,-0.000877008533303746,-6.58947245891317e-06,-0.322916813851868,NA,NA,NA,NA,NA,NA,NA,NA,-1.32314835148037,0.010188900845547,-4.87267303024391e-07,0.354692042051782,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",33,18,25,"Yes","Avg.Confidence",-8.00679518589155,0.000817621174918074,-4.07081232330876e-06,NA,NA,NA,0.564552327331677,-2.08484007815347,-0.00179970083106377,-0.00102454366021574,NA,NA,-3.12221926901123,0.00954963350603547,-3.65734044150645e-07,NA,NA,NA,4.18242245300685,1.32629406868785,0.00115830588224375,0.00163087968789108,NA,NA
"GAOV",33,11,8,"No","Avg.Confidence",-18.3840368388922,0.00607573475400721,-1.3098973926854e-05,-0.71188442720771,NA,NA,NA,NA,NA,NA,NA,NA,-6.15135506396433,0.0290030644796747,-2.73167993503797e-06,0.502028256002261,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",33,21,22,"No","Avg.Confidence",-1.7594865840009,-0.0070468442922022,-3.45709113728692e-06,-0.267359091161652,NA,NA,NA,NA,NA,NA,NA,NA,1.54931934391879,0.00175245095797063,2.14534873689322e-06,0.287849290999013,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",33,20,47,"No","Avg.Confidence",-6.8573021965257,0.0015075970750701,-5.9234727596563e-06,-0.0670230688710263,-0.00176456224652507,NA,NA,NA,NA,NA,NA,NA,-2.46357299792045,0.0104686707317914,-1.47255174890382e-06,2.61641983726311,0.00107601029040435,NA,NA,NA,NA,NA,NA,NA
"GYDR",33,17,25,"No","Avg.Confidence",-6.76534373148838,9.72502261682388e-05,-5.63965263158017e-06,-0.923322275559428,-0.000929589217433535,NA,NA,NA,NA,NA,NA,NA,-2.04815596439839,0.010071047282557,-6.72510534614944e-07,1.14873195960866,0.00121783034780611,NA,NA,NA,NA,NA,NA,NA
"HIAL",33,12,8,"No","Avg.Confidence",-5.48706901907943,-0.00565839248235172,-4.0031423480478e-06,-0.821164809452059,NA,NA,NA,NA,NA,NA,NA,NA,-0.116925220032936,0.00632921757209978,2.058269895603e-06,0.522872103768373,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",33,17,8,"No","Avg.Confidence",-5.86189097931766,-0.00691255345025599,-8.89035833110123e-06,-2.22588375584342,-0.00290641869728358,NA,NA,NA,NA,NA,NA,NA,1.02134343095153,0.0113662918007563,2.6016756211897e-06,1.41935111866972,0.00213135111725724,NA,NA,NA,NA,NA,NA,NA
"LIBO",33,48,66,"No","Avg.Confidence",-7.3271739552664,0.0063426722514319,-1.04844148349753e-05,-0.436988269846157,-0.00146763686867573,NA,NA,NA,NA,NA,NA,NA,-3.09506372329432,0.0164093153244847,-4.64774530904316e-06,1.67238028667623,0.00101586314431725,NA,NA,NA,NA,NA,NA,NA
"MANE",33,61,60,"No","Avg.Confidence",-6.12093927079501,0.00575261642904813,-1.28733211945597e-05,-0.230907622970291,NA,NA,NA,NA,NA,NA,NA,NA,-1.97322478243045,0.0171475219730899,-5.31293318082109e-06,0.221342382046096,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",33,26,11,"No","Avg.Confidence",-7.29749189236028,-0.00218153832908407,-3.09835255792804e-06,-38.7064578946475,0.00843657753561699,-2.31516781117091e-05,NA,NA,NA,NA,NA,NA,-1.64042190066332,0.0080070893458107,1.08293956661564e-06,-5.78363565280939,0.0601153447606289,-3.19479559759465e-06,NA,NA,NA,NA,NA,NA
"OPHO",33,29,12,"No","Avg.Confidence",-2.8903514356271,-0.00588479494836927,-3.60516940287936e-06,-7.25633957220961,-0.00795342307504467,-6.78343500365358e-06,NA,NA,NA,NA,NA,NA,1.28137223215036,0.00404585059680859,1.81503923922676e-06,2.43548889696519,0.013799409147453,4.40678551063658e-06,NA,NA,NA,NA,NA,NA
"PAMY",33,127,108,"Yes","Avg.Confidence",-3.10043167442013,0.00183785852521864,-2.86044347754657e-06,NA,NA,NA,-0.0374480912357032,-0.685540740120249,NA,NA,NA,NA,-1.05146019947058,0.00583903466433338,-1.09434274175021e-06,NA,NA,NA,1.39966617000664,-0.02542412377991,NA,NA,NA,NA
"POMU",33,20,9,"No","Avg.Confidence",-0.949279602865172,-0.00745239791197315,-1.38651624498713e-06,-2.16997482426111,-0.0014729479658108,NA,NA,NA,NA,NA,NA,NA,1.93354109414437,-0.00125914313046565,1.82518427045279e-06,0.323893684946865,0.0015731330332717,NA,NA,NA,NA,NA,NA,NA
"PTAQ",33,47,25,"No","Avg.Confidence",-3.89960722654193,-0.000702419658337762,-3.97562961104931e-06,-1.99659914109207,-0.000861551860651505,NA,NA,NA,NA,NA,NA,NA,-0.597883469237275,0.00640279759631942,-4.38046928956319e-07,0.15741775832008,0.00132800090759545,NA,NA,NA,NA,NA,NA,NA
"RULA",33,18,11,"No","Avg.Confidence",-36.8731828950741,0.0149800839479971,-1.75598944530903e-05,-2.49844336893136,-0.00183846421781231,NA,NA,NA,NA,NA,NA,NA,-12.631527565172,0.0497614363051614,-5.21123014238712e-06,2.33321640428948,0.00151624202400376,NA,NA,NA,NA,NA,NA,NA
"RUPA",33,33,23,"No","Avg.Confidence",-9.26094593547626,0.0023730294881732,-9.8640323714654e-06,-3.37114413485448,-0.0120939963339544,-3.75094263042435e-06,NA,NA,NA,NA,NA,NA,-2.40233478360078,0.0176797794753316,-1.91282663995015e-06,5.26391263443897,0.0071320008794322,5.92439189256881e-06,NA,NA,NA,NA,NA,NA
"RUPE",33,23,23,"No","Avg.Confidence",-9.79287468300418,0.00312669849810232,-5.16412628876232e-06,-0.311863719503569,NA,NA,NA,NA,NA,NA,NA,NA,-4.34001291559665,0.0127452772875211,-1.17399325581775e-06,0.313680241887258,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",33,15,21,"No","Avg.Confidence",-3.70263500864417,-0.00421552494943091,-2.24993719585144e-06,-0.410079763958514,NA,NA,NA,NA,NA,NA,NA,NA,-0.261772295888318,0.00308751600993809,1.30232252956067e-06,0.693394014888184,NA,NA,NA,NA,NA,NA,NA,NA
"SOSI",33,48,20,"No","Avg.Confidence",-14.5044131403699,0.00778739206527561,-6.54083162084759e-06,-3.44991124343564,-0.00104671547850671,NA,NA,NA,NA,NA,NA,NA,-7.17558203877903,0.018891748441073,-2.44731814736974e-06,0.571414192929948,0.00162390490051832,NA,NA,NA,NA,NA,NA,NA
"SPBE",33,17,30,"No","Avg.Confidence",-5.89799464290356,-0.000969289401887131,-5.86197200520801e-06,-0.437457562221701,-0.00119767191564764,NA,NA,NA,NA,NA,NA,NA,-1.42159978915619,0.00908468926785863,-4.63827138861632e-07,1.76563921239007,0.00111904057172688,NA,NA,NA,NA,NA,NA,NA
"TITR",33,34,38,"No","Avg.Confidence",-4.06683053201864,-0.00106255889657502,-3.19733257326155e-06,-0.254831351950717,NA,NA,NA,NA,NA,NA,NA,NA,-0.972170029613962,0.00547216331784525,-7.64255347046883e-08,0.332537540973242,NA,NA,NA,NA,NA,NA,NA,NA
"TRBO",33,10,25,"No","Avg.Confidence",-9.13291697191583,-0.00426202330089422,-1.27908316827887e-05,-2.71655753351375,-0.0116809604490611,-9.61388313661556e-06,NA,NA,NA,NA,NA,NA,-0.263033032101776,0.0179610762755936,1.06620604162117e-06,6.2642386061057,0.0114692029633754,6.72533856097425e-06,NA,NA,NA,NA,NA,NA
"VAME",33,95,104,"Yes","Avg.Confidence",-8.29610374393703,0.00737983299147211,-5.06607764503495e-06,NA,NA,NA,-13.0809615978852,-0.321185061463595,0.00097668384027252,-0.00136075442444288,NA,NA,-5.07344465304551,0.0128200765644182,-2.8594180933279e-06,NA,NA,NA,-1.59898232665871,1.83420245880902,0.00793825517109109,0.000384853046270314,NA,NA
"VASI",33,24,27,"No","Avg.Confidence",-16.5987962633264,0.00358072833145232,-5.22706867168089e-06,-0.303134597065818,NA,NA,NA,NA,NA,NA,NA,NA,-6.31458512154374,0.0177260565890144,-4.49963235239441e-07,0.383245378205853,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",34,72,60,"No","Avg.Confidence",-4.22824175015023,0.00282449484778335,-9.25823013450678e-06,-0.503187568552836,NA,NA,NA,NA,NA,NA,NA,NA,-0.764037491285533,0.0119851532995619,-3.43473072253671e-06,0.264090204450402,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",34,15,15,"No","Avg.Confidence",-7.8088889769658,-0.000274273327304874,-6.59742768804641e-06,-0.381470600854005,NA,NA,NA,NA,NA,NA,NA,NA,-2.16496594216046,0.0119544706905526,-4.34668809647071e-07,0.384182717233239,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",34,10,18,"Yes","Avg.Confidence",-5.44603394894452,-0.00402926631522217,-2.35361664581454e-06,NA,NA,NA,0.102779374275858,-8.82268594936223,-0.00154273870726527,0.00074620596238142,NA,NA,-0.809851637540334,0.00434851333390016,1.33991293056395e-06,NA,NA,NA,4.5157165601254,-0.789911070734337,0.00253689218278944,0.00650495806979757,NA,NA
"AMAL",34,42,47,"No","Avg.Confidence",-4.08276319901161,0.000198115252585649,-4.84481949260556e-06,-0.241856225253626,NA,NA,NA,NA,NA,NA,NA,NA,-0.947622795177937,0.00735638452131103,-1.05987761250946e-06,0.329208332774,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",34,42,30,"Yes","Avg.Confidence",-3.84992768478766,-0.00124774714195164,-2.84674100156465e-06,NA,NA,NA,-1.65575527081756,-3.1461959995644,-0.00132508639576174,-0.000919353892806185,NA,NA,-0.676511210732215,0.00499179908308212,5.94338732761105e-08,NA,NA,NA,2.02276361371145,0.483703446374931,0.00205326146756672,0.00258808833593626,NA,NA
"ATFI",34,24,31,"No","Avg.Confidence",-4.22341318156303,-0.00196297131885093,-3.92341236843632e-06,-0.334232129646528,NA,NA,NA,NA,NA,NA,NA,NA,-0.686009198228676,0.00593758888363179,1.22091676700749e-07,0.556043994513847,NA,NA,NA,NA,NA,NA,NA,NA
"CAME",34,32,30,"No","Avg.Confidence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",34,33,26,"Yes","Avg.Confidence",-6.55441566505861,0.00171660268409074,-4.74755291143548e-06,NA,NA,NA,-0.166421140484416,-1.04364358068351,NA,NA,NA,NA,-2.58818624017862,0.00961693229440828,-1.10774887980387e-06,NA,NA,NA,1.81806415256274,0.125450128606138,NA,NA,NA,NA
"CEVE",34,26,19,"Yes","Avg.Confidence",-8.72410507008214,0.00321561619462733,-6.27837711796569e-06,NA,NA,NA,-0.330267980707683,-3.76628003704678,-0.00121919515295355,-0.00148107783639955,NA,NA,-3.54114866792783,0.0131689800186236,-1.70069285547526e-06,NA,NA,NA,3.27577553686438,0.789644078168054,0.00186169285101401,0.00255563203699181,NA,NA
"CHUM",34,61,50,"No","Avg.Confidence",-5.64401241724804,0.00367861608279008,-7.17707325377561e-06,-0.955998216115954,-0.00177490667576022,NA,NA,NA,NA,NA,NA,NA,-2.02198948233192,0.0118161992584602,-2.85747932081653e-06,1.24307945898847,0.00103905262888351,NA,NA,NA,NA,NA,NA,NA
"CLUN",34,44,53,"No","Avg.Confidence",-9.34679997866089,0.00802266112493135,-9.38592825580066e-06,-0.876075178036036,-0.00146143895639178,NA,NA,NA,NA,NA,NA,NA,-4.65213305684184,0.0177647354711813,-4.4907386127254e-06,1.59660909218334,0.000948526199178011,NA,NA,NA,NA,NA,NA,NA
"COCA",34,20,24,"No","Avg.Confidence",-6.20722302540494,-0.000302801854998623,-7.07157455093748e-06,-0.331963043385682,NA,NA,NA,NA,NA,NA,NA,NA,-1.48618632829958,0.0109003842005555,-8.11410356245975e-07,0.461120932203499,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",34,18,23,"Yes","Avg.Confidence",-8.39441137289797,0.00162125650868935,-4.83951659029867e-06,NA,NA,NA,1.30367360399858,-0.998592536231363,NA,NA,NA,NA,-3.47250941028229,0.0108267327215283,-8.14708089112031e-07,NA,NA,NA,3.13699837215774,0.480207838824826,NA,NA,NA,NA
"GAOV",34,11,10,"No","Avg.Confidence",-17.5414974820627,0.00627303494532812,-1.2450070767801e-05,-0.49377654255585,NA,NA,NA,NA,NA,NA,NA,NA,-6.19685439248195,0.0275607519410855,-2.82785236316181e-06,0.441628721326198,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",34,21,19,"No","Avg.Confidence",-1.06232308447323,-0.00677401067170847,-2.13450672611165e-06,-0.348834706361543,NA,NA,NA,NA,NA,NA,NA,NA,1.56894475124564,-0.000481958992170428,1.67787338645974e-06,0.299813571878417,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",34,20,38,"No","Avg.Confidence",-7.34158949441747,-0.000381998939217566,-6.44421522526164e-06,-2.22033748164985,-0.0064164392302487,-4.65216317228704e-06,NA,NA,NA,NA,NA,NA,-1.69423318767028,0.0115345111259645,-4.58152911490809e-07,4.10098805522958,0.0074669629751361,2.96998534965311e-06,NA,NA,NA,NA,NA,NA
"GYDR",34,17,21,"No","Avg.Confidence",-7.25420109080888,0.000337802373250158,-5.91183313373674e-06,-0.35628038425504,NA,NA,NA,NA,NA,NA,NA,NA,-2.28412891880551,0.0109086364479433,-6.89950563835164e-07,0.503838527846152,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",34,12,10,"No","Avg.Confidence",-3.77385118396455,-0.00522634681336733,-2.41006468338816e-06,-0.456785417707179,NA,NA,NA,NA,NA,NA,NA,NA,-0.0929127901954023,0.00272777177523389,1.64494444735339e-06,0.379351624105606,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",34,17,9,"No","Avg.Confidence",-5.99616633932231,-0.00668252313320907,-9.31255144439842e-06,-2.0928314033542,-0.00331493671548257,NA,NA,NA,NA,NA,NA,NA,0.939862594455319,0.0118565915961955,2.4475830296376e-06,1.72568306075222,0.00230228313108371,NA,NA,NA,NA,NA,NA,NA
"LIBO",34,48,61,"No","Avg.Confidence",-7.23401524682689,0.00616892608971125,-1.05745456059191e-05,-0.695263683889837,-0.00128826487819019,NA,NA,NA,NA,NA,NA,NA,-2.94236301509067,0.0164435608113447,-4.57352391466892e-06,1.38380419565307,0.000932709375863642,NA,NA,NA,NA,NA,NA,NA
"MANE",34,61,57,"No","Avg.Confidence",-6.13262788596984,0.00561833001981762,-1.28984994965211e-05,-0.274843512165566,NA,NA,NA,NA,NA,NA,NA,NA,-1.94433277279246,0.0171431056577103,-5.23574351878202e-06,0.221717120192997,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",34,26,16,"No","Avg.Confidence",-6.29602749393703,-0.00285495442487216,-2.53018636056477e-06,-1.16386234674892,-0.000646094545444447,NA,NA,NA,NA,NA,NA,NA,-1.11867689997876,0.0064382396094277,1.19641128284399e-06,0.675306218920081,0.000530097117079034,NA,NA,NA,NA,NA,NA,NA
"OPHO",34,29,15,"No","Avg.Confidence",-2.83464369929917,-0.00653323138694455,-3.9252429356537e-06,-14.8728978090591,0.002949777611358,-1.40660031583241e-05,NA,NA,NA,NA,NA,NA,1.59282312186694,0.00416459263537019,1.91076846763456e-06,-2.62801687634921,0.0295775639670352,-2.92509848340507e-07,NA,NA,NA,NA,NA,NA
"PAMY",34,127,96,"Yes","Avg.Confidence",-2.92183364823,0.0014880802000032,-2.74821445100457e-06,NA,NA,NA,-0.431694329886416,-0.836700593907235,NA,NA,NA,NA,-0.860069827086201,0.00553059849752725,-9.5916871660341e-07,NA,NA,NA,1.03065124488551,-0.164522154746013,NA,NA,NA,NA
"POMU",34,20,10,"No","Avg.Confidence",-1.21673410230028,-0.0062859328864039,-1.22110131578425e-06,-2.25268700084575,-0.00139087064074726,NA,NA,NA,NA,NA,NA,NA,1.48030280327856,-0.00116199894778094,1.23953154045681e-06,0.678608846892681,0.00188866646770646,NA,NA,NA,NA,NA,NA,NA
"PTAQ",34,47,20,"No","Avg.Confidence",-4.35362768761982,-0.00018609330242071,-4.61011053915621e-06,-2.23991515510593,-0.000917799154521076,NA,NA,NA,NA,NA,NA,NA,-0.810584440746868,0.00754878578254708,-6.98267660047788e-07,-0.0293217102630372,0.00131494749305554,NA,NA,NA,NA,NA,NA,NA
"RULA",34,18,11,"No","Avg.Confidence",-37.7399873730481,0.0151708490993599,-1.78888032422954e-05,-1.02909003104387,NA,NA,NA,NA,NA,NA,NA,NA,-12.8380450685994,0.0508419039252708,-5.25763409463635e-06,0.501115970787134,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",34,33,20,"No","Avg.Confidence",-9.29174362788304,0.00343614977131546,-9.86523657125424e-06,-3.2413585615409,-0.00946319398576787,-3.29609886432824e-06,NA,NA,NA,NA,NA,NA,-2.89714942401948,0.0176957576825828,-2.3861701311766e-06,3.91521577144318,0.00628500900865883,4.71680043066598e-06,NA,NA,NA,NA,NA,NA
"RUPE",34,23,22,"No","Avg.Confidence",-10.2663603160094,0.00164590272727822,-5.15102302577668e-06,-2.3319516650338,-0.00643925210797855,-1.65730662416583e-06,NA,NA,NA,NA,NA,NA,-3.33620328546142,0.0130451578346965,-6.53342933625601e-07,4.69487208212085,0.00377597936282197,2.08124714321685e-06,NA,NA,NA,NA,NA,NA
"RUSP",34,15,19,"No","Avg.Confidence",-3.05393155088296,-0.00393740226886005,-1.52630666478334e-06,-0.343729748919954,NA,NA,NA,NA,NA,NA,NA,NA,-0.340991968787125,0.00156789275303994,1.09404140099666e-06,0.466954306412712,NA,NA,NA,NA,NA,NA,NA,NA
"SOSI",34,48,18,"No","Avg.Confidence",-14.2591400369396,0.00745702464945477,-6.41661481777114e-06,-3.48002447084112,-0.00104707889210723,NA,NA,NA,NA,NA,NA,NA,-6.97007546199367,0.0185368353869528,-2.32599903664586e-06,0.465592141879147,0.00156070089715747,NA,NA,NA,NA,NA,NA,NA
"SPBE",34,17,31,"No","Avg.Confidence",-6.00404607794169,-0.000770039242906945,-6.06225094705825e-06,-0.395731287340371,-0.00123672911018707,NA,NA,NA,NA,NA,NA,NA,-1.49349963011331,0.00938925957938141,-5.77457195241104e-07,1.82828081111977,0.00112224155229393,NA,NA,NA,NA,NA,NA,NA
"TITR",34,34,36,"No","Avg.Confidence",-4.08328366060604,-0.00116369279544092,-3.12881358280132e-06,-0.250453130039298,NA,NA,NA,NA,NA,NA,NA,NA,-0.96800754192181,0.0053970658131569,-1.05019611237036e-08,0.288639149426334,NA,NA,NA,NA,NA,NA,NA,NA
"TRBO",34,10,24,"No","Avg.Confidence",-9.07141806967922,-0.00369820949028501,-1.29817104913553e-05,-2.87633272637362,-0.0107542170028442,-9.11369196262324e-06,NA,NA,NA,NA,NA,NA,-0.521645612320672,0.0180400355547983,7.96532166101119e-07,5.63935853541895,0.0114354563399024,6.4750519764463e-06,NA,NA,NA,NA,NA,NA
"VAME",34,95,117,"Yes","Avg.Confidence",-8.20236285754446,0.0073383853565245,-4.99077827716338e-06,NA,NA,NA,-11.9907856676866,0.162937324016395,0.00107101750737091,-0.00157948308222793,NA,NA,-5.04868402771193,0.0126406792803279,-2.84276825799507e-06,NA,NA,NA,-1.52633667249472,2.25960273358775,0.007473468959158,0.00012891086268431,NA,NA
"VASI",34,24,27,"No","Avg.Confidence",-16.5379163791827,0.00338682741355589,-5.13865850232849e-06,-0.303434081809622,NA,NA,NA,NA,NA,NA,NA,NA,-6.22562123146492,0.0175436262239023,-3.66056436011644e-07,0.383695419986549,NA,NA,NA,NA,NA,NA,NA,NA
