"Species","Dataset","L.Occ","R.Occ","Fire.Included","Type","Intercept.CI.Lower","Elevation.m.CI.Lower","Elevation.m2.CI.Lower","Data.Type.nofi.CI.Lower","Data.Type.Elevation.m.nofi.CI.Lower","Data.Type.Elevation.m2.nofi.CI.Lower","Resurvey.Burned.fi.CI.Lower","Resurvey.Unburned.fi.CI.Lower","Elevation.m.Res.Burn.fi.CI.Lower","Elevation.m.Res.Unburn.fi.CI.Lower","Elevation.m2.Res.Burn.fi.CI.Lower","Elevation.m2.Res.Unburn.fi.CI.Lower","Intercept.CI.Upper","Elevation.m.CI.Upper","Elevation.m2.CI.Upper","Data.Type.nofi.CI.Upper","Data.Type.Elevation.m.nofi.CI.Upper","Data.Type.Elevation.m2.nofi.CI.Upper","Resurvey.Burned.fi.CI.Upper","Resurvey.Unburned.fi.CI.Upper","Elevation.m.Res.Burn.fi.CI.Upper","Elevation.m.Res.Unburn.fi.CI.Upper","Elevation.m2.Res.Burn.fi.CI.Upper","Elevation.m2.Res.Unburn.fi.CI.Upper"
"GASH",30,21,22,"No","Avg.Confidence",-1.2833383910816,-0.00671896357615444,-2.54129165883818e-06,-0.280529569764035,NA,NA,NA,NA,NA,NA,NA,NA,1.51927759499347,0.000310639327158651,1.79944714727307e-06,0.303159259715275,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",30,20,42,"No","Avg.Confidence",-7.40980568556551,-7.71614857585845e-05,-6.60779458727511e-06,-2.218916538214,-0.00607856184550027,-4.57284068445069e-06,NA,NA,NA,NA,NA,NA,-1.84958668983017,0.0117780010346696,-5.90779956890889e-07,3.9539012705114,0.00760467847845618,2.89888488497811e-06,NA,NA,NA,NA,NA,NA
"GYDR",30,17,21,"No","Avg.Confidence",-7.33105280158348,0.000436556721920906,-6.05769772607487e-06,-0.356435945017391,NA,NA,NA,NA,NA,NA,NA,NA,-2.31653039061556,0.0111371350092767,-7.47896745725228e-07,0.504149953242515,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",30,12,9,"No","Avg.Confidence",-4.21076055814619,-0.00509206959389054,-2.52951870547963e-06,-0.547081602490304,NA,NA,NA,NA,NA,NA,NA,NA,-0.241363090289771,0.00333493057581649,1.67201874297555e-06,0.415486797531133,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",30,17,8,"No","Avg.Confidence",-5.37047536716673,-0.00781049992434733,-8.08165363800751e-06,-2.4318392235344,-0.00415620694038253,NA,NA,NA,NA,NA,NA,NA,1.37592757727085,0.0100569760505195,3.09431808289553e-06,2.03527180183872,0.00259913400707734,NA,NA,NA,NA,NA,NA,NA
"LIBO",30,48,64,"No","Avg.Confidence",-7.50088477795148,0.00646290922464431,-1.09825305329028e-05,-0.773546834322463,-0.00195407112295276,NA,NA,NA,NA,NA,NA,NA,-3.00179064354767,0.0170653037843442,-4.80468367644261e-06,1.98484642058892,0.00117416322232441,NA,NA,NA,NA,NA,NA,NA
"MANE",30,61,55,"No","Avg.Confidence",-6.08978078305302,0.0054469221264643,-1.29523128174874e-05,-0.323740061563722,NA,NA,NA,NA,NA,NA,NA,NA,-1.87359457983827,0.0170963643411571,-5.16828870967923e-06,0.23373875893834,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",30,26,11,"No","Avg.Confidence",-7.29147392948794,-0.00265603140899218,-3.1095652729355e-06,-6.03994943720584,-0.00634411120229137,-3.59206437788508e-06,NA,NA,NA,NA,NA,NA,-1.200141465316,0.00809870558837926,1.18893909914718e-06,2.78913208915935,0.00889264918985035,2.5767347255708e-06,NA,NA,NA,NA,NA,NA
"OPHO",30,29,16,"No","Avg.Confidence",-3.23270721305033,-0.00658994949950622,-4.46854559003232e-06,-12.2314055359304,-0.00397142274929138,-1.18429806562108e-05,NA,NA,NA,NA,NA,NA,1.57534593671046,0.00526433693858183,2.15453273250524e-06,0.454206223737361,0.0247981388735611,3.28278299858237e-06,NA,NA,NA,NA,NA,NA
"PAMY",30,127,111,"Yes","Avg.Confidence",-2.88652718125344,0.00159962802695351,-2.83081766208279e-06,NA,NA,NA,0.205278760020814,-0.671428476712013,NA,NA,NA,NA,-0.853577187854365,0.00559624688691718,-1.05497339232152e-06,NA,NA,NA,1.65516687933858,-0.01068583799687,NA,NA,NA,NA
"POMU",30,20,11,"No","Avg.Confidence",-1.07831860040965,-0.00648756430226547,-1.13677006350089e-06,-1.81650910950981,-0.00120691006876734,NA,NA,NA,NA,NA,NA,NA,1.55763111608236,-0.00144742137691138,1.29080371653314e-06,0.681327517357918,0.00143122059261883,NA,NA,NA,NA,NA,NA,NA
"PTAQ",30,47,21,"No","Avg.Confidence",-3.92077717296664,-0.000825880926942272,-4.1938219940796e-06,-1.86918157022898,-0.00084523075017142,NA,NA,NA,NA,NA,NA,NA,-0.518045224132566,0.00664732764844925,-4.13606660533811e-07,-0.0314354412692734,0.00093121532245213,NA,NA,NA,NA,NA,NA,NA
"RULA",30,18,13,"No","Avg.Confidence",-37.6207874481082,0.0157211431640295,-1.77009323212495e-05,-0.702345967549216,NA,NA,NA,NA,NA,NA,NA,NA,-13.2550618302476,0.0505000401616304,-5.42840438123894e-06,0.437278131496921,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",30,33,22,"No","Avg.Confidence",-9.09171165635218,0.00337214094810409,-9.51833554478497e-06,-2.96632905584058,-0.00855831930134528,-3.13160419117536e-06,NA,NA,NA,NA,NA,NA,-2.93940372519514,0.0171332162410051,-2.29925157499573e-06,3.5013627357609,0.00601144673109006,4.40042512230151e-06,NA,NA,NA,NA,NA,NA
"RUPE",30,23,25,"No","Avg.Confidence",-9.80421488135404,0.00346961873771828,-5.34811759032349e-06,-0.297117508602687,NA,NA,NA,NA,NA,NA,NA,NA,-4.43191424909498,0.0130197746184418,-1.35395373213828e-06,0.349747111026238,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",30,15,22,"No","Avg.Confidence",-3.90162093659308,-0.00437228925363562,-2.51727330858882e-06,-0.951207230991495,-0.000948840135283161,NA,NA,NA,NA,NA,NA,NA,-0.163368985432552,0.0035367930581402,1.34446494737216e-06,1.09892270400403,0.0013193652423543,NA,NA,NA,NA,NA,NA,NA
"SOSI",30,48,22,"No","Avg.Confidence",-13.1409271893319,0.00661763226815419,-5.76817779491562e-06,-2.85639872081763,-0.000906088672705963,NA,NA,NA,NA,NA,NA,NA,-6.47976944878472,0.0167868214149616,-2.003198693924e-06,0.479978381225198,0.0012915328983303,NA,NA,NA,NA,NA,NA,NA
"SPBE",30,17,27,"No","Avg.Confidence",-6.00625394416559,-0.000827986778871395,-6.02963733751345e-06,-0.693069215237046,-0.000926687015035335,NA,NA,NA,NA,NA,NA,NA,-1.42120694167471,0.00950635335213578,-4.87346313514339e-07,1.33326765411712,0.000954730579794222,NA,NA,NA,NA,NA,NA,NA
"TITR",30,34,36,"No","Avg.Confidence",-4.37088946318589,-0.000713619473366778,-3.40549338180427e-06,-0.250493194315602,NA,NA,NA,NA,NA,NA,NA,NA,-1.17779606688677,0.0059991775153355,-2.08181506366093e-07,0.288756642238299,NA,NA,NA,NA,NA,NA,NA,NA
"TRBO",30,10,28,"No","Avg.Confidence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",30,95,112,"Yes","Avg.Confidence",-8.6527954528032,0.00798133185263393,-5.33795935881049e-06,NA,NA,NA,-13.8549214660403,-0.233606488740183,0.00117461091880066,-0.00132386355839959,NA,NA,-5.38841160358614,0.013474715366749,-3.11050977426736e-06,NA,NA,NA,-1.86959116114803,1.92197018025346,0.00841023655033851,0.000419483108494899,NA,NA
"VASI",30,24,23,"No","Avg.Confidence",-16.2715631334379,0.00326869106223843,-5.19473119303573e-06,-0.335578914510243,NA,NA,NA,NA,NA,NA,NA,NA,-6.07309393801129,0.0174212287217569,-3.79254266885717e-07,0.309416470170087,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",31,72,58,"No","Avg.Confidence",-4.15296717711057,0.00252251643502033,-9.02269237145406e-06,-0.878718923159876,-0.00108836904771157,NA,NA,NA,NA,NA,NA,NA,-0.632699899984864,0.0117010326573459,-3.24785493959145e-06,0.662653265215838,0.000847576949100518,NA,NA,NA,NA,NA,NA,NA
"ACGL",31,15,14,"No","Avg.Confidence",-6.81943006881366,-0.0016328735341378,-5.86384810292699e-06,-0.414630147713568,NA,NA,NA,NA,NA,NA,NA,NA,-1.52503178875178,0.0100868465268942,1.29909650807617e-07,0.377451326551026,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",31,10,20,"Yes","Avg.Confidence",-4.76053889032819,-0.00151500482042994,NA,NA,NA,NA,-0.208062233381101,-2.87666697258081,-0.001199863165006,-0.00149243961534843,NA,NA,-1.92645505777222,0.00103438618951897,NA,NA,NA,NA,3.6902542149321,2.19931414575,0.00193440867735713,0.00277588157221236,NA,NA
"AMAL",31,42,46,"No","Avg.Confidence",-4.16799910709152,0.000312341542443969,-5.13683177684637e-06,-0.237416556171956,NA,NA,NA,NA,NA,NA,NA,NA,-0.965838045211372,0.00771161324256151,-1.16579930620107e-06,0.30580374150676,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",31,42,28,"Yes","Avg.Confidence",-3.44145723227939,-0.00294989930067572,-2.73171398814948e-06,NA,NA,NA,-2.12009035255186,-3.91948020987919,-0.00213148479844145,0.000420699888134179,NA,NA,0.113930017121207,0.00448946751397666,7.66859915876724e-07,NA,NA,NA,2.36100518753792,-0.840995227314064,0.00243514462132739,0.00317285660704441,NA,NA
"ATFI",31,24,29,"No","Avg.Confidence",-3.97488703031418,-0.0036667084584569,-3.54214257017086e-06,-0.28234216659418,NA,NA,NA,NA,NA,NA,NA,NA,-0.00950756178793566,0.00528046507474638,9.86558491258832e-07,0.386698531120117,NA,NA,NA,NA,NA,NA,NA,NA
"CAME",31,32,29,"No","Avg.Confidence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",31,33,22,"Yes","Avg.Confidence",-6.79513837455739,0.00179610966389392,-4.91272544068765e-06,NA,NA,NA,-0.473198089759858,-1.25302256131655,NA,NA,NA,NA,-2.64655794279227,0.0100389694886463,-1.12411596760375e-06,NA,NA,NA,1.64255116150926,-0.0257212532088156,NA,NA,NA,NA
"CEVE",31,26,22,"Yes","Avg.Confidence",-9.05229197524252,0.00389726059390954,-6.63571544606446e-06,NA,NA,NA,-0.0417890262424592,-3.94561143260184,-0.00122375457513922,-0.00154036948907401,NA,NA,-3.84373000994679,0.0138728659106784,-2.02265183820066e-06,NA,NA,NA,3.44915529020592,1.01819385126793,0.00179485974224767,0.00292086598050309,NA,NA
"CHUM",31,61,52,"No","Avg.Confidence",-5.87734317672892,0.00424045762714193,-7.52623416764267e-06,-0.82829262705649,-0.0013759982109375,NA,NA,NA,NA,NA,NA,NA,-2.27123593112394,0.0124204860014198,-3.13727383943558e-06,0.999457154369159,0.000907538332881663,NA,NA,NA,NA,NA,NA,NA
"CLUN",31,44,54,"No","Avg.Confidence",-10.0605815067346,0.00915868073997069,-1.01869941329046e-05,-0.818445967871714,-0.00130008985951344,NA,NA,NA,NA,NA,NA,NA,-5.1854710350588,0.0193472718496529,-5.03520003085251e-06,1.48343981900834,0.000889588832200856,NA,NA,NA,NA,NA,NA,NA
"COCA",31,20,24,"No","Avg.Confidence",-6.24239731652797,-0.000210387182731482,-6.73926205527779e-06,-0.331384971300338,NA,NA,NA,NA,NA,NA,NA,NA,-1.57661223916001,0.0106635572522253,-7.92610659959139e-07,0.460120781574894,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",31,18,24,"Yes","Avg.Confidence",-10.8654206374751,0.00140534237185692,-6.6292211400529e-06,NA,NA,NA,-0.848309865445992,-4.37154964850448,-0.00878526213891164,-0.0117062695932151,-4.52798845079532e-06,-3.04644950582344e-06,-3.22078833237159,0.0152183289866402,-7.15018897734459e-07,NA,NA,NA,7.93243911538481,5.92673435140544,0.00786447773673828,0.00726568842562986,3.48238809379022e-06,5.13044511527898e-06
"GAOV",31,11,8,"No","Avg.Confidence",-18.3840368388922,0.00607573475400721,-1.3098973926854e-05,-0.71188442720771,NA,NA,NA,NA,NA,NA,NA,NA,-6.15135506396433,0.0290030644796747,-2.73167993503797e-06,0.502028256002261,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",31,21,22,"No","Avg.Confidence",-1.68381783689912,-0.00689805017724872,-3.21225145229856e-06,-0.269932513418765,NA,NA,NA,NA,NA,NA,NA,NA,1.50337002227076,0.00145289722609805,2.0437046148307e-06,0.290844598879241,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",31,20,41,"No","Avg.Confidence",-6.56065993366563,0.000673822101558337,-5.56296138742034e-06,-0.264917853903361,-0.00199616846007109,NA,NA,NA,NA,NA,NA,NA,-2.08823390869045,0.00978015648788401,-1.07178086673904e-06,2.62761680061688,0.00113021455173462,NA,NA,NA,NA,NA,NA,NA
"GYDR",31,17,25,"No","Avg.Confidence",-7.25805202571796,0.000730437514784054,-6.1402558630797e-06,-1.08356985778794,-0.0010454942992666,NA,NA,NA,NA,NA,NA,NA,-2.33218621501915,0.0111010695443296,-9.64037271633874e-07,1.21740357667788,0.0014494498840513,NA,NA,NA,NA,NA,NA,NA
"HIAL",31,12,9,"No","Avg.Confidence",-5.11862418299859,-0.00559207840479634,-3.73375314199099e-06,-0.657076439199869,NA,NA,NA,NA,NA,NA,NA,NA,-0.100350604466184,0.00566162965804316,1.99149355807243e-06,0.470881489699623,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",31,17,7,"No","Avg.Confidence",-4.44419800070343,-0.00815139313212888,-6.23336374906107e-06,-2.86118782925649,-0.00529642285001984,NA,NA,NA,NA,NA,NA,NA,1.57561057578378,0.00740511814482193,3.15817422949056e-06,2.44303920866075,0.00291727328943863,NA,NA,NA,NA,NA,NA,NA
"LIBO",31,48,61,"No","Avg.Confidence",-7.1358264515422,0.00578871991133003,-1.04782681437115e-05,-0.853176842623454,-0.00190635326530138,NA,NA,NA,NA,NA,NA,NA,-2.7250409298429,0.0161908972485385,-4.42863672066945e-06,1.85731446459897,0.00116819240703884,NA,NA,NA,NA,NA,NA,NA
"MANE",31,61,56,"No","Avg.Confidence",-6.11835483662259,0.0055334896535033,-1.2754077025023e-05,-0.296535029584218,NA,NA,NA,NA,NA,NA,NA,NA,-1.93745346376894,0.0170022127067566,-5.15353048234776e-06,0.226366533085035,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",31,26,14,"No","Avg.Confidence",-7.93278001128842,-0.00228908823101375,-3.61883201983941e-06,-17.3386539841098,-0.00715134024234431,-1.15440287311539e-05,NA,NA,NA,NA,NA,NA,-1.48368389751452,0.0093113303360737,1.11385095506915e-06,3.66333703538868,0.0287814154433316,2.87819588754052e-06,NA,NA,NA,NA,NA,NA
"OPHO",31,29,15,"No","Avg.Confidence",-2.83464369929918,-0.00653323138694456,-3.92524293565369e-06,-15.2344359696765,0.00314192517778061,-1.55465764148778e-05,NA,NA,NA,NA,NA,NA,1.59282312186694,0.00416459263537017,1.91076846763457e-06,-2.57322638396918,0.0313651498526838,-5.562423756311e-07,NA,NA,NA,NA,NA,NA
"PAMY",31,127,108,"Yes","Avg.Confidence",-2.70949036498468,0.00123173495580112,-2.63089195847378e-06,NA,NA,NA,0.0681427330428476,-0.700569942432886,NA,NA,NA,NA,-0.695106724308437,0.0051843447643283,-8.80082605405739e-07,NA,NA,NA,1.5060974431714,-0.0390360542273421,NA,NA,NA,NA
"POMU",31,20,12,"No","Avg.Confidence",-1.07463927364861,-0.00626747181899923,-1.08398037329901e-06,-1.6252012022819,-0.00113648729404852,NA,NA,NA,NA,NA,NA,NA,1.46502332865249,-0.0015028744370254,1.16612554311045e-06,0.722329621245109,0.00135007848704794,NA,NA,NA,NA,NA,NA,NA
"PTAQ",31,47,19,"No","Avg.Confidence",-4.42745054648748,-0.000116877327219865,-4.65396612798915e-06,-2.53951445817279,-0.000994465392226919,NA,NA,NA,NA,NA,NA,NA,-0.844197173994058,0.00767253765724876,-7.22976889268306e-07,-0.0218706843013556,0.00160095816759823,NA,NA,NA,NA,NA,NA,NA
"RULA",31,18,14,"No","Avg.Confidence",-36.8464188485243,0.0156979083609651,-1.7298363972469e-05,-0.587027104119343,NA,NA,NA,NA,NA,NA,NA,NA,-13.2454666711139,0.0493866599834727,-5.4120205629419e-06,0.40347118914733,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",31,33,22,"No","Avg.Confidence",-9.09171165635218,0.00337214094810409,-9.51833554478497e-06,-2.96632905584058,-0.00855831930134528,-3.13160419117536e-06,NA,NA,NA,NA,NA,NA,-2.93940372519514,0.0171332162410051,-2.29925157499573e-06,3.5013627357609,0.00601144673109006,4.40042512230151e-06,NA,NA,NA,NA,NA,NA
"RUPE",31,23,23,"No","Avg.Confidence",-8.81986687436495,0.00211811894435951,-4.58883280521663e-06,-0.311169344783542,NA,NA,NA,NA,NA,NA,NA,NA,-3.7568464712185,0.0111888339591022,-7.94746468870187e-07,0.313018718124191,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",31,15,21,"No","Avg.Confidence",-3.85441191575672,-0.00433119383312907,-2.27121235709301e-06,-0.744969112460022,-0.000726113578146669,NA,NA,NA,NA,NA,NA,NA,-0.202399432277175,0.00328690354716956,1.31034735308122e-06,0.905595406994891,0.000935413230576404,NA,NA,NA,NA,NA,NA,NA
"SOSI",31,48,17,"No","Avg.Confidence",-14.1767764492901,0.00744957788749018,-6.43701742453523e-06,-2.95722326863756,-0.000943952814141409,NA,NA,NA,NA,NA,NA,NA,-6.93379521967908,0.0185126250752608,-2.34149904622073e-06,0.259257493158888,0.00115503876981087,NA,NA,NA,NA,NA,NA,NA
"SPBE",31,17,31,"No","Avg.Confidence",-5.98476078992161,-0.000785364514619872,-6.00802123128663e-06,-0.397359584093809,-0.001214185104308,NA,NA,NA,NA,NA,NA,NA,-1.49172956147708,0.00931880231498273,-5.64505612141916e-07,1.81297207608592,0.00112088018389483,NA,NA,NA,NA,NA,NA,NA
"TITR",31,34,39,"No","Avg.Confidence",-4.08371618659752,-0.000968597424737389,-3.27701658428166e-06,-0.261056622843684,NA,NA,NA,NA,NA,NA,NA,NA,-0.988780577117518,0.00558213970072111,-1.35050839980761e-07,0.361489803465706,NA,NA,NA,NA,NA,NA,NA,NA
"TRBO",31,10,24,"No","Avg.Confidence",-8.24465393446471,-0.00279492629277646,-1.15426460803469e-05,-0.857711039048095,-0.00461977149834125,NA,NA,NA,NA,NA,NA,NA,-0.763202423953621,0.0157703724578359,5.91089234253175e-08,4.23166964377173,0.00248391250236783,NA,NA,NA,NA,NA,NA,NA
"VAME",31,95,111,"Yes","Avg.Confidence",-8.48995312319009,0.00773059130369569,-5.2131579647288e-06,NA,NA,NA,-12.2441438916479,-0.173582040722142,0.00114144274595807,-0.00139934716495382,NA,NA,-5.25636998887353,0.0131746113371286,-3.00597516914045e-06,NA,NA,NA,-1.61716303461234,1.97303172063803,0.00764104295811615,0.000340899283551853,NA,NA
"VASI",31,24,26,"No","Avg.Confidence",-17.0626940438851,0.00380069583106223,-5.44190012696831e-06,-0.300777474381146,NA,NA,NA,NA,NA,NA,NA,NA,-6.45207002508935,0.0183583301120146,-5.3583336837379e-07,0.352976480523402,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",32,72,61,"No","Avg.Confidence",-4.24858367925939,0.00288980730803306,-9.19490302945721e-06,-0.45824999833273,NA,NA,NA,NA,NA,NA,NA,NA,-0.804638928261924,0.0119704314090779,-3.44610153902005e-06,0.256958377848682,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",32,15,13,"No","Avg.Confidence",-6.96822830767484,-0.00164447136613984,-5.99499543953896e-06,-0.468313364646978,NA,NA,NA,NA,NA,NA,NA,NA,-1.5462692348015,0.0103515726221132,1.427218108326e-07,0.385398040324576,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",32,10,21,"Yes","Avg.Confidence",-4.71560157485043,-0.00146431805916303,NA,NA,NA,NA,0.497362749752248,-3.09813179906081,-0.00110900837010432,-0.00153829616624773,NA,NA,-1.97424558016426,0.000990276586448946,NA,NA,NA,NA,4.01752515186079,2.10590344116416,0.00174737162155767,0.00278506490316135,NA,NA
"AMAL",32,42,42,"No","Avg.Confidence",-4.76453263130652,0.00104660415576526,-5.43400392165979e-06,-0.242234810875313,NA,NA,NA,NA,NA,NA,NA,NA,-1.40956023619605,0.00866885032445443,-1.41424040472246e-06,0.245159720824183,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",32,42,29,"Yes","Avg.Confidence",-3.29407406047805,-0.00303100751591207,-2.5609120079716e-06,NA,NA,NA,-2.13787807485472,-3.76279288262949,-0.00143460361707327,0.000335813116820227,NA,NA,0.152622583868748,0.00414312782714562,8.02494246571359e-07,NA,NA,NA,2.06248834132198,-0.752401719822277,0.00255750934740873,0.00303827826006858,NA,NA
"ATFI",32,24,32,"No","Avg.Confidence",-4.35792177527787,-0.00169679856537552,-4.06773380962643e-06,-0.344304455958995,NA,NA,NA,NA,NA,NA,NA,NA,-0.795258603986065,0.00623875253130221,-4.51904217249822e-10,0.616500111076507,NA,NA,NA,NA,NA,NA,NA,NA
"CAME",32,32,30,"No","Avg.Confidence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",32,33,23,"Yes","Avg.Confidence",-6.68652145277534,0.00170201772335487,-4.99216714573881e-06,NA,NA,NA,-3.57588751030075,-2.05725766939871,-0.00177130189341373,-0.00102444875163853,NA,NA,-2.4830517635522,0.0100071367599435,-1.11463333361315e-06,NA,NA,NA,2.85195338949802,0.579634140890599,0.00370698787799216,0.00138974874757711,NA,NA
"CEVE",32,26,20,"Yes","Avg.Confidence",-8.98410162885138,0.00365207850599242,-6.36928317340058e-06,NA,NA,NA,0.851685489809425,-1.59110572205886,NA,NA,NA,NA,-3.88710002942772,0.0135398337180008,-1.86890296728149e-06,NA,NA,NA,2.69368833332071,-0.123394518746066,NA,NA,NA,NA
"CHUM",32,61,46,"No","Avg.Confidence",-5.6977367772569,0.00323953372743775,-7.12309070349778e-06,-1.67051665280105,-0.00407524983335816,-2.10582406805261e-06,NA,NA,NA,NA,NA,NA,-1.84200155189421,0.0118420822181729,-2.59332992117297e-06,1.9816647242937,0.00323892361588606,1.80403182015912e-06,NA,NA,NA,NA,NA,NA
"CLUN",32,44,50,"No","Avg.Confidence",-9.64762038590465,0.0086522868620404,-9.91677986275139e-06,-0.247028450901709,NA,NA,NA,NA,NA,NA,NA,NA,-4.9996057135522,0.0186753721064704,-4.78933509596182e-06,0.355992585761744,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",32,20,24,"No","Avg.Confidence",-6.0427584373532,-0.000524901640094882,-6.89810033139195e-06,-0.331963919501556,NA,NA,NA,NA,NA,NA,NA,NA,-1.38634641905928,0.0105424539286639,-7.09689751942932e-07,0.461079373879134,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",32,18,23,"Yes","Avg.Confidence",-8.14553005262754,0.00143908687828878,-4.87792985683477e-06,NA,NA,NA,1.30564181627229,-0.998497797215408,NA,NA,NA,NA,-3.29939685035578,0.0106394705318701,-8.01992450168797e-07,NA,NA,NA,3.14136995421971,0.480458998502147,NA,NA,NA,NA
"GAOV",32,11,8,"No","Avg.Confidence",-18.3596908088363,0.00612933337770142,-1.39416531095446e-05,-0.71161964039558,NA,NA,NA,NA,NA,NA,NA,NA,-6.03428074969371,0.0299158201122096,-2.86830602902645e-06,0.502082551335821,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",32,21,21,"No","Avg.Confidence",-1.17860051748346,-0.00730307647162861,-2.90087883360958e-06,-0.290723626810729,NA,NA,NA,NA,NA,NA,NA,NA,1.76030131198502,0.000345990607652655,2.05417998366349e-06,0.291697100624804,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",32,20,45,"No","Avg.Confidence",-6.97093656694255,-1.96118225808143e-05,-6.02518040358831e-06,-1.28466930420315,-0.00509043586048842,-3.13428571752902e-06,NA,NA,NA,NA,NA,NA,-1.82359829252606,0.0106964825904936,-6.73024608479479e-07,3.75780085771095,0.00518775571417245,2.25563570739036e-06,NA,NA,NA,NA,NA,NA
"GYDR",32,17,21,"No","Avg.Confidence",-7.2078266534552,0.000290829749323916,-6.17847597314388e-06,-0.356756078918082,NA,NA,NA,NA,NA,NA,NA,NA,-2.20278372025638,0.0111141161856502,-7.30501136014419e-07,0.504748677041148,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",32,12,10,"No","Avg.Confidence",-4.6081475475318,-0.00549904683924496,-3.23340751485129e-06,-0.428807512083399,NA,NA,NA,NA,NA,NA,NA,NA,-0.0805472600402428,0.00456742305126824,1.9047184393041e-06,0.360106458437298,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",32,17,10,"No","Avg.Confidence",-5.03946011892425,-0.0080684169864142,-7.66358238446599e-06,-1.90094331636637,-0.00383028916185954,NA,NA,NA,NA,NA,NA,NA,1.39836452000615,0.00927108004916263,3.17864285173062e-06,2.04901584706103,0.00244930133734736,NA,NA,NA,NA,NA,NA,NA
"LIBO",32,48,68,"No","Avg.Confidence",-7.58423974184644,0.00688861262315381,-1.07985019973853e-05,-0.360137144452532,-0.00123187504586772,NA,NA,NA,NA,NA,NA,NA,-3.3409167502704,0.017010799754591,-4.92397408167972e-06,1.5495481345663,0.000955833472585778,NA,NA,NA,NA,NA,NA,NA
"MANE",32,61,54,"No","Avg.Confidence",-6.18548135595308,0.00555839055340433,-1.29808061634219e-05,-0.353792437386895,NA,NA,NA,NA,NA,NA,NA,NA,-1.94238657984039,0.0172433573888341,-5.19830918750922e-06,0.241846888374313,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",32,26,14,"No","Avg.Confidence",-7.830260304894,-0.00190271454501785,-3.61818137469999e-06,-6.4734502031711,-0.00719493108846738,-4.91931684771086e-06,NA,NA,NA,NA,NA,NA,-1.57812278945442,0.00917312108173439,8.72637759223875e-07,3.4356481658581,0.0112212486986627,3.07617639032818e-06,NA,NA,NA,NA,NA,NA
"OPHO",32,29,15,"No","Avg.Confidence",-2.67916180469251,-0.00557244097450461,-3.19191650096375e-06,-5.00984519489585,-0.00471450682666097,-3.55312225100007e-06,NA,NA,NA,NA,NA,NA,1.17236209048246,0.0033798603052459,1.64828458885872e-06,1.42816074227574,0.00834248724131913,2.58190277869475e-06,NA,NA,NA,NA,NA,NA
"PAMY",32,127,107,"Yes","Avg.Confidence",-2.8233344058182,0.00137621232621712,-2.66268549829451e-06,NA,NA,NA,-0.0518480604041724,-0.69972095569293,NA,NA,NA,NA,-0.801192192529282,0.00533292996393747,-9.14726338182076e-07,NA,NA,NA,1.38292077927831,-0.0389458399882383,NA,NA,NA,NA
"POMU",32,20,12,"No","Avg.Confidence",-1.03549014598533,-0.0064574118271376,-1.07878980854864e-06,-1.57974608976492,-0.00111753845659951,NA,NA,NA,NA,NA,NA,NA,1.54026866439395,-0.00156104263601248,1.25209602867182e-06,0.705621878789395,0.00128086925325407,NA,NA,NA,NA,NA,NA,NA
"PTAQ",32,47,19,"No","Avg.Confidence",-4.28193538056934,-0.000344744806190846,-4.61839030254752e-06,-2.08799211198507,-0.000885119592818228,NA,NA,NA,NA,NA,NA,NA,-0.728763274744639,0.007476840098584,-6.39519232266247e-07,-0.10431200162885,0.0010596040269336,NA,NA,NA,NA,NA,NA,NA
